AEK2CJMRPTBN5,17,13,0.7647058823529411,0.790819964349376,0.7029257684628529,0.7319261311147722,+-0.0196848816818,+-0.00226730314898,+0.00722142627424,0.9764705882352941,0.9656862745098039,0.968627450980392
A2MVQGP9T5Q5FS,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
ACMSW49N239AC,1,0,0,0.1,0.043478260869565216,0.06060606060606061,+-0.710504846031,+-0.661714810742,+-0.664098644234,0.1,0.043478260869565216,0.06060606060606061
ADN6I9ITJWFNL,13,13,1.0,0.8262820512820512,0.7827341740385219,0.777068639967137,+0.0157772052509,+0.0775411024267,+0.0523639351266,1.0,1.0,1.0
A3NHJPE6326P9V,4,2,0.5,0.7999999999999999,0.75,0.757020757020757,+-0.0105048460312,+0.0448069283882,+0.0323160521802,0.96875,0.90625,0.9330357142857143
A2QNMH7AWCFPL1,9,6,0.6666666666666666,0.5983164983164982,0.5538720538720538,0.5671674005007338,+-0.212188347715,+-0.15132101774,+-0.15753730434,0.837962962962963,0.8194444444444444,0.8273809523809523
A3MFHNI3OVDV2G,1,1,1,0.8333333333333334,0.7142857142857143,0.7692307692307692,+0.0228284873022,+0.00909264267388,+0.0445260643902,1.0,1.0,1.0
A1R4Y1TEMWJNT4,18,14,0.7777777777777778,0.8320761029094361,0.806132407581683,0.7974797496019399,+0.0215712568783,+0.10093933597,+0.0727750447614,0.9798005698005698,0.963674007152268,0.9708214624881292
A3P0LQCNIXWOVJ,18,3,0.16666666666666666,0.11111111111111113,0.0763888888888889,0.08888888888888888,+-0.69939373492,+-0.628804182723,+-0.635815815952,0.8545454545454546,0.7372974918264774,0.7598988869066002
A1CQF8BN4H2IQZ,1,0,0,0.8333333333333334,0.7142857142857143,0.7692307692307692,+0.0228284873022,+0.00909264267388,+0.0445260643902,0.8333333333333334,0.7142857142857143,0.7692307692307692
ACJR2IADLW6HD,1,1,1,0.0,0.0,0,+-0.810504846031,+-0.705193071612,+-0.724704704841,1.0,1.0,1.0
A3EBUBRYCKB6AF,1,0,0,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
A25QS426U0L4ND,2,1,0.5,0.5,0.5,0.5,+-0.310504846031,+-0.205193071612,+-0.224704704841,1.0,0.6666666666666666,0.75
A1P7NVEWVZE133,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,+-0.477171512698,+-0.371859738279,+-0.391371371507,0.9722222222222222,0.8260869565217391,0.8761904761904762
A243U9BA8M2EY9,1,0,0,0.0,0.0,0,+-0.810504846031,+-0.705193071612,+-0.724704704841,0.0,0.0,0
AFQKLIYNCVZTL,5,3,0.6,0.8380165289256198,0.7777777777777778,0.7092222222222222,+0.0275116828945,+0.0725847061659,+-0.0154824826183,0.8380165289256198,0.8777777777777778,0.775888888888889
AIJEWX92UW722,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
AW0IWJHAE6IES,4,3,0.75,0.95,0.7157738095238095,0.808974358974359,+0.139495153969,+0.010580737912,+0.0842696541338,0.9375,0.9642857142857143,0.95
A3265QTYKPZMC6,2,1,0.5,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
A1LB4EJUIYDMYJ,2,2,1.0,0.7552447552447552,0.6590909090909092,0.6994134897360704,+-0.0552600907864,+-0.0461021625209,+-0.0252912151045,1.0,1.0,1.0
A158PF19CNYVS0,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
ARQYCKZLIPXFH,1,1,1,1.0,0.375,0.5454545454545454,+0.189495153969,+-0.330193071612,+-0.179250159386,1.0,1.0,1.0
A1SVY6OLOUWIOZ,12,12,1.0,0.7947360509860509,0.8047889610389611,0.7862689053865526,+-0.0157687950451,+0.0995958894271,+0.061564200546,1.0,1.0,1.0
A2A9EWTHDTEX1R,2,1,0.5,0.9,0.75,0.7777777777777778,+0.0894951539688,+0.0448069283882,+0.0530730729372,0.9,1.0,0.9444444444444444
A1EUFLTY56TF0B,3,3,1.0,0.8376068376068376,0.7427536231884058,0.7560846560846561,+0.0271019915757,+0.0375605515766,+0.0313799512441,1.0,1.0,1.0
A3GE7CHWBLELVD,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
A185M4X8HLC539,1,0,0,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
A3FVEEK2ETHQ6Y,1,0,0,0.0,0.0,0,+-0.810504846031,+-0.705193071612,+-0.724704704841,0.0,0.0,0
A3GW4QYXG1OXFW,4,3,0.75,0.9807692307692307,0.7976190476190477,0.8472222222222222,+0.170264384738,+0.0924259760072,+0.122517517382,0.9821428571428571,0.9821428571428571,0.9821428571428571
A154F2HAJMLP17,1,0,0,0.0,0.0,0,+-0.810504846031,+-0.705193071612,+-0.724704704841,1.0,0.25,0.4
A2D4N5OITN925S,14,12,0.8571428571428571,0.8535768153415212,0.7599637681159421,0.7895124716553288,+0.0430719693104,+0.0547706965041,+0.0648077668148,0.9910714285714286,0.9910714285714286,0.9910714285714286
A3857424R8YR3Y,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
ALK9TDKJATMQX,18,12,0.6666666666666666,0.8172569379091118,0.7495224850297314,0.7447532947532947,+0.00675209187795,+0.0443294134179,+0.0200485899128,0.9407407407407407,0.9212962962962964,0.929541722645171
A3EEWSPD9OA2U0,3,2,0.6666666666666666,0.9095238095238095,0.8928571428571429,0.8915343915343916,+0.0990189634926,+0.187664071245,+0.166829686694,1.0,1.0,1.0
A33SKJTJTE5H3C,9,7,0.7777777777777778,0.9629629629629629,0.832384403036577,0.8821840927104084,+0.152458116932,+0.127191331425,+0.15747938787,0.9629629629629629,0.9265873015873015,0.9426129426129425
A2KTGGDRFBK3A8,1,1,1,1.0,1.0,1.0,+0.189495153969,+0.294806928388,+0.275295295159,1.0,1.0,1.0
AF52MD4ZG2CYV,14,12,0.8571428571428571,0.8606524427952998,0.8131800480402964,0.8323761100723683,+0.0501475967641,+0.107986976428,+0.107671405232,0.9228571428571428,0.9285714285714285,0.9255952380952381
A3BPY4DP4DCL6F,1,0,0,0.5333333333333333,1.0,0.6956521739130436,+-0.277171512698,+0.294806928388,+-0.0290525309275,0.5333333333333333,1.0,0.6956521739130436
AOWGCWZ7X00RX,1,0,0,0.0,0.0,0,+-0.810504846031,+-0.705193071612,+-0.724704704841,1.0,0.4444444444444444,0.6153846153846153
A2ZMXBMLTPSS4D,2,2,1.0,1.0,0.875,0.9285714285714286,+0.189495153969,+0.169806928388,+0.203866723731,1.0,1.0,1.0
A1NPFJYWQH814I,7,3,0.42857142857142855,1.0,0.7962141378290446,0.8422480103152372,+0.189495153969,+0.0910210662172,+0.117543305475,1.0,0.7962141378290446,0.8422480103152372
A2LKXXNT29E29Y,1,1,1,0.75,0.2727272727272727,0.39999999999999997,+-0.0605048460312,+-0.432465798885,+-0.324704704841,1.0,1.0,1.0
A2SPHNTPIDGC55,2,2,1.0,1.0,0.75,0.8333333333333333,+0.189495153969,+0.0448069283882,+0.108628628493,1.0,1.0,1.0
A2Y59SQMTEKIPD,17,11,0.6470588235294118,0.5386396780258673,0.6012785878514779,0.5148037468106672,+-0.271865168005,+-0.10391448376,+-0.20990095803,0.9503353973168214,0.9957983193277311,0.9596858435406622
